"Date","Apple","Huawei","Unknown","Xiaomi","Oppo","Samsung","BBK","Vivo","Mobicel","Hisense","Meizu","Nokia","Google","Coolpad","Lenovo","ZTE","HTC","OnePlus","Sony","Honor","LeEco","Gionee","Realme","Smartisan","White Label","LG","Motorola","K-Touch","RIM","China Mobile","QiKU","Meisu","Alcatel","Asus","Lava","Konka","Redmi","360","Other"
2021-10,18.99,36.33,15.65,7.12,6.17,1.78,1.06,6.36,0,0.19,0.19,0.05,1.11,0.01,0.13,0.11,0.02,0.95,0.14,0.15,2.85,0.01,0.41,0.13,0.01,0.03,0.01,0,0.01,0,0,0,0,0.03,0,0,0,0,0.01
2021-11,19.28,38.07,15.48,7.56,5.57,2.22,1.03,6.5,0,0.09,0.18,0.06,0.68,0.01,0.13,0.11,0.02,1.06,0.13,0.15,1.02,0,0.43,0.11,0.01,0.03,0.03,0,0,0,0,0,0,0.03,0,0,0,0,0.01
2021-12,21.08,34.97,16.49,7.71,5.71,2.69,1.06,6.78,0,0.01,0.19,0.07,0.77,0.01,0.15,0.11,0.03,1.03,0.09,0.14,0.23,0.01,0.45,0.09,0.01,0.03,0.03,0,0.01,0,0.02,0,0,0.03,0,0,0,0,0.01
2022-01,20.84,33.04,15.06,9.4,6.72,2.43,1.06,7.13,0,0,0.2,0.06,0.93,0,0.14,0.11,0.02,1.15,0.17,0.38,0.2,0,0.6,0.08,0.01,0.03,0.06,0,0,0,0,0,0,0.04,0,0,0.11,0,0.01
2022-02,20.44,32.68,15.37,9.87,6.63,2.53,1.06,7.32,0,0,0.18,0.09,0.52,0,0.16,0.09,0.01,1.18,0.28,0.45,0.1,0.01,0.65,0.09,0.01,0.03,0.02,0,0.01,0,0,0,0,0.05,0,0,0.14,0,0.01
2022-03,20.27,34.61,14.82,9.39,5.97,3.11,0.91,6.72,0,0,0.17,0.08,0.63,0,0.16,0.09,0.01,1.16,0.45,0.43,0.08,0.01,0.62,0.08,0.01,0.03,0.01,0,0.01,0,0,0,0,0.05,0,0,0.13,0,0.01
2022-04,21.37,29.65,15.01,12.94,6,3.17,0.88,6.74,0,0,0.16,0.08,0.8,0.01,0.16,0.09,0.01,1.08,0.31,0.42,0.07,0.01,0.64,0.09,0.01,0.07,0.01,0,0,0,0,0,0,0.04,0,0,0.14,0,0.01
2022-05,23.36,30.98,14.93,11.06,5.64,2.48,0.86,6.67,0,0,0.17,0.06,0.64,0,0.19,0.08,0.01,1.16,0.14,0.45,0.04,0.01,0.65,0.09,0.01,0.11,0.02,0,0,0,0,0,0,0.04,0,0,0.14,0,0.01
2022-06,23.96,29.71,15.54,10.54,5.86,2.35,0.83,6.87,0,0,0.17,0.06,0.92,0,0.19,0.09,0.02,1.14,0.13,0.46,0.04,0,0.68,0.07,0.01,0.13,0.02,0,0,0,0,0,0,0.04,0,0,0.14,0,0.01
2022-07,29.02,25.97,16.37,8.75,6.27,2.01,0.91,7.4,0,0,0.11,0.04,0.55,0,0.15,0.07,0.01,0.81,0.14,0.39,0.03,0,0.63,0.04,0.01,0.13,0.02,0,0,0,0,0,0,0.03,0,0,0.1,0,0
2022-08,23.4,28.08,17.56,11.41,5.56,2.51,0.86,6.68,0,0,0.15,0.04,0.77,0,0.17,0.09,0.02,1.03,0.09,0.48,0.03,0,0.63,0.07,0.01,0.17,0.02,0,0,0,0,0,0,0.04,0,0,0.13,0,0.01
2022-09,24.31,29.14,17.26,10.39,5.1,2.22,0.76,6.46,0,0,0.15,0.1,0.81,0,0.19,0.09,0.02,1.17,0.08,0.57,0.03,0,0.66,0.07,0.01,0.21,0.03,0,0,0,0,0,0,0.05,0,0,0.13,0,0.01
2022-10,25.85,28.32,16.52,10.66,4.8,2.32,0.72,6.3,0,0,0.14,0.05,0.68,0.01,0.2,0.09,0.03,1.25,0.1,0.59,0.12,0,0.74,0.07,0,0.22,0.03,0,0,0,0,0,0,0.05,0,0,0.12,0,0.02
2022-11,25.82,26.71,18.26,10.13,5.25,1.91,0.7,6.41,0,0,0.14,0.05,0.71,0.01,0.21,0.09,0.02,1.17,0.15,0.52,0.48,0,0.74,0.05,0.01,0.24,0.04,0,0,0,0,0,0,0.05,0,0,0.11,0,0.01
2022-12,28.2,23.48,21.19,8.71,5.91,1.66,0.64,5.67,0,0,0.12,0.02,1.47,0.01,0.16,0.1,0.01,0.94,0.05,0.62,0.03,0,0.57,0.05,0.01,0.21,0.01,0,0,0,0,0,0,0.04,0,0,0.11,0,0
2023-01,23.92,26.35,20.79,9.31,5.48,2.23,0.82,6.35,0,0,0.15,0.04,1.46,0.01,0.18,0.09,0.03,1.01,0.08,0.58,0.04,0,0.58,0.06,0.01,0.27,0.02,0,0,0,0,0,0,0.04,0,0,0.1,0,0.01
2023-02,21.85,26.09,25.06,7.14,5.53,1.63,0.84,8.15,0,0,0.09,0.03,0.7,0.01,0.14,0.06,0.02,0.85,0.04,0.55,0.03,0,0.61,0.05,0,0.26,0.02,0,0,0,0,0,0,0.03,0,0,0.1,0,0.14
2023-03,23.61,24.4,23.5,8.06,5.15,2.06,0.74,7.87,0,0,0.08,0.04,1.12,0,0.15,0.06,0.01,0.95,0.04,0.51,0.02,0,0.69,0.05,0,0.27,0.03,0,0,0,0,0,0,0.03,0,0,0.1,0,0.44
2023-04,34.66,20.89,17.97,8.57,4.4,1.78,0.5,6.02,0,0,0.09,0.04,1.65,0,0.19,0.06,0.02,1.02,0.06,0.43,0.02,0,0.68,0.05,0,0.23,0.08,0,0,0,0,0,0,0.03,0,0,0.09,0,0.45
2023-05,22.8,24.17,21.89,9.76,6.32,2,0.61,5.98,0,0,0.1,0.03,2.69,0.01,0.21,0.08,0.01,1.07,0.39,0.65,0.02,0,0.61,0.05,0.01,0.27,0.15,0,0,0,0,0,0,0.03,0,0,0.06,0,0.01
2023-06,20.48,24.52,26.69,8.78,5.28,1.82,0.69,6.81,0,0,0.08,0.03,1.4,0.01,0.17,0.08,0.01,0.86,0.37,0.87,0.02,0,0.64,0.04,0.02,0.28,0.02,0,0,0,0,0,0,0.03,0,0,0,0,0.01
2023-07,21.6,23.02,28.15,8.11,5.08,1.54,0.71,6.64,0,0,0.08,0.04,1.61,0.01,0.18,0.08,0.01,0.72,0.72,0.78,0.02,0,0.58,0.03,0.02,0.23,0.01,0,0,0,0,0,0,0.02,0,0,0,0,0.01
2023-08,22.81,23.44,26.31,8.72,4.95,1.39,0.67,6.25,0,0,0.07,0.04,1.75,0.01,0.21,0.08,0.02,0.77,0.74,0.8,0.02,0,0.6,0.04,0.02,0.25,0.01,0,0,0,0,0,0,0.03,0,0,0,0,0.01
2023-09,24.98,22.59,26.42,8.54,4.35,1.38,0.58,5.8,0,0,0.07,0.03,1.86,0,0.2,0.07,0.01,0.8,0.61,0.74,0.02,0,0.6,0.03,0.01,0.23,0.01,0,0,0,0,0,0,0.03,0,0,0,0,0.01
2023-10,23.36,22.68,25.21,9.74,4.52,1.38,0.57,5.87,0,0,0.06,0.03,2.49,0,0.21,0.07,0.02,0.98,0.75,1.13,0.02,0,0.59,0.04,0.01,0.22,0.01,0,0,0,0,0,0,0.03,0,0,0,0,0.01
2023-11,21.8,22.81,23.11,11.84,4.78,1.45,0.55,6.14,0,0,0.06,0.02,2.18,0,0.22,0.1,0.01,1.22,1.05,1.57,0.02,0,0.68,0.04,0.01,0.26,0.01,0,0,0,0,0,0,0.04,0,0,0,0,0.01
2023-12,22.37,23.08,21.13,12.91,4.7,1.39,0.55,5.97,0,0,0.07,0.02,2.45,0,0.26,0.09,0.02,1.16,1.21,1.57,0.02,0,0.67,0.04,0.01,0.26,0.01,0,0,0,0,0,0,0.04,0,0,0,0,0.01
2024-01,25.04,22.18,21.02,12.69,4.42,1.29,0.51,5.72,0,0,0.06,0.03,2.29,0,0.26,0.09,0.02,1.15,0.56,1.71,0.02,0,0.61,0.03,0.02,0.22,0.01,0,0,0,0,0,0,0.05,0,0,0,0,0.02
2024-02,24.48,20.88,22.92,12.07,4.62,1.26,0.55,5.72,0,0,0.06,0.03,2.09,0.01,0.29,0.1,0.01,1.06,0.84,2.12,0.01,0,0.54,0.04,0.01,0.22,0.01,0,0,0,0,0,0,0.04,0,0,0,0,0.03
2024-03,24.39,19.99,23.61,12.09,4.24,1.28,0.49,5.68,0,0,0.06,0.03,2.79,0.01,0.27,0.1,0.01,1.12,0.86,2.03,0.01,0,0.57,0.03,0.02,0.23,0.02,0,0,0,0,0,0,0.04,0,0,0,0,0.02
2024-04,22.4,20.59,21.02,13.02,5.78,1.28,0.51,6.37,0,0,0.05,0.03,2.4,0.01,0.24,0.1,0.01,1.36,1.06,2.76,0.01,0,0.64,0.03,0.02,0.22,0.02,0,0,0,0,0,0,0.03,0,0,0,0,0.02
2010-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
